"Season","Site","Age","CoreName","Habitat","N2flux","Inund","SOM","SOD","O2conc","NOxflux","NH3flux"
"Summer","IMS",0,"LO","oyster",10.0556138365556,100,0.870141049629508,121.64241744,4.36380251811111,-4.90698136,-64.50127089
"Summer","IMS",0,"HO","oyster",13.8235497405556,99.255,0.831564975148,157.986351048889,4.30144619655556,-6.150379354,-57.7958031433333
"Summer","IMS",0,"MM","marsh",34.122493337,82.52,0.614447264775649,1680.56729355556,1.68911072855556,-15.6801368353333,-39.27361375
"Summer","IMS",0,"Ref","Ref",15.7353021283333,100,0.593776085294942,1046.93063710333,2.77625917844444,-4.196468223,-24.224057333
"Fall","IMS",0,"LO","oyster",41.2200860111111,100,0.867636631135703,856.768686366667,4.56782384488889,-14.2591105576667,0.921446725333333
"Fall","IMS",0,"HO","oyster",48.2756018466667,98.99,1.49293538943726,875.089497477778,4.53639030766667,-12.23414811,5.726291828
"Fall","IMS",0,"MM","marsh",35.9273336913333,88,0.774624203606496,735.9682727,4.77508455344444,-8.68158241333333,18.1957974093333
"Fall","IMS",0,"Ref","Ref",33.0255403544444,100,1.44878551051895,752.795463266667,4.74621366355556,12.0565198226667,6.78318012066667
"Winter","IMS",0,"LO","oyster",19.2877960025333,100,0.955757040736947,110.865988502667,8.91079543846667,-0.515122023666667,79.2888255366667
"Winter","IMS",0,"HO","oyster",3.57882209073333,94.79,4.38559685208834,58.411579084,8.9480136182,0.0399663706666667,40.7434878153333
"Winter","IMS",0,"MM","marsh",34.9309405799333,73.38,1.70908003663365,388.878063853333,8.4338022064,-1.02136263233333,143.767892903333
"Winter","IMS",0,"Ref","Ref",14.0549813683333,99.975,2.02421701884529,140.830111719333,8.85938513913333,-0.821530812666667,-5.79512279
"Spring","IMS",0,"LO","oyster",19.2492913013333,100,0.813116870428194,1388.71748346667,4.09501006973333,0.371687187,-4.094331962
"Spring","IMS",0,"HO","oyster",17.8544428508667,92.87,2.56457555030888,1476.46314368667,3.94446234253333,-1.07944708666667,2.486795989
"Spring","IMS",0,"MM","marsh",43.7425558073333,69.225,0.953004696662156,1343.5363624,4.17252860553333,6.538941232,200.497926383333
"Spring","IMS",0,"Ref","Ref",37.3470291166667,100,0.561910166049318,694.1019864,5.2867816522,-0.421423106666667,-1.30556788933333
"Summer","Carrot",2,"LO","oyster",21.7826839945556,100,0.958071248588448,529.126158455555,4.20778022855556,-0.442738495333333,151.183873812333
"Summer","Carrot",2,"HO","oyster",56.3309390022222,73.65,1.39469353964764,983.345778288889,3.42846269655556,0.101692193666667,-8.33964797
"Summer","Carrot",2,"LM","marsh",16.0800946354444,75.11,1.1838604188303,315.881839966667,4.57364957644444,0.0777123806666667,8.326325849
"Summer","Carrot",2,"MM","marsh",19.475232067,65.965,0.518395231431278,1752.51136122222,2.10878340888889,-0.515566094,-35.6810816933333
"Summer","Carrot",2,"HM","marsh",22.83482513,47.01,0.53069884751063,1795.94580722222,2.03426169355556,-0.515566094,-20.4494562733333
"Summer","Carrot",2,"Ref","Ref",29.9311897836667,75.11,0.361962113012111,251.411450055556,4.68426325966667,-0.515566094,-31.4402063966667
"Fall","Carrot",2,"LO","oyster",22.4215109288889,100,1.14939069117535,336.143816166667,6.57599849622222,0,-5.94166612233333
"Fall","Carrot",2,"HO","oyster",10.6769199752222,80.61,0.860713951461495,218.093238255556,6.77854123355556,0,-7.487032202
"Fall","Carrot",2,"LM","marsh",-0.741573468,81.64,0.632560104631478,149.373685066667,6.896445327,0,-1.62085809666667
"Fall","Carrot",2,"MM","marsh",10.1129985592222,72.135,0.485858403539228,260.395411045556,6.70596219155556,0,-5.48427329233333
"Fall","Carrot",2,"HM","marsh",1.71497504266667,51.72,0.494657075900601,157.849160078889,6.88190371322222,0,-4.46291065066667
"Fall","Carrot",2,"Ref","Ref",-0.197990124333333,81.64,0.810102414579789,133.782682873333,6.92319525344444,0,8.94802484933333
"Winter","Carrot",2,"LO","oyster",43.7493959233333,100,0.780092558049256,350.397144316667,9.17708772091667,-2.63262880833333,27.5323841366667
"Winter","Carrot",2,"HO","oyster",57.698551445,66.99,2.67643720967334,532.23152640875,8.865109295,-0.6594450005,41.032133735
"Winter","Carrot",2,"LM","marsh",17.1901759863333,68.01,0.854672455713727,86.2050791283333,9.630369568,-2.611135785,19.4947042566667
"Winter","Carrot",2,"MM","marsh",19.4752997870833,59.56,0.820742226237644,113.76787488,9.58307929483333,-2.41324011066667,-26.4710551216667
"Winter","Carrot",2,"HM","marsh",30.3835082384167,40.485,0.547485060673999,167.147261705,9.49149476125,-2.09157304966667,-27.2659416866667
"Winter","Carrot",2,"Ref","Ref",-9.22469538633333,68.01,0.911827182152495,46.67813585,9.69818706991667,-2.611135785,-59.1191338566667
"Spring","Carrot",2,"LO","oyster",15.5927700894,100,0.680090223318645,820.338084653333,5.44132649033333,-2.94196846733333,12.94466125
"Spring","Carrot",2,"HO","oyster",27.653205896,61.55,0.845259770175501,668.883275593333,5.70118181793333,-2.678190461,32.7058079216667
"Spring","Carrot",2,"LM","marsh",11.7825020264,62.61,1.03232448855915,478.968912873333,6.02702329646667,-3.030782608,13.8772097433333
"Spring","Carrot",2,"MM","marsh",18.0790302128667,55.23,1.95279461632824,358.260808273333,6.23412562773333,-2.74107975333333,7.52699855466667
"Spring","Carrot",2,"HM","marsh",30.526584844,36.3,0.305722036315315,550.135659753333,5.90492048286667,-3.030782608,37.2353291833333
"Spring","Carrot",2,"Ref","Ref",27.6080211974,62.61,0.931034579934848,1855.44704932,3.66536057226667,-1.067545993,0.0666106066666655
"Summer","NOAA",7,"LO","oyster",72.5513088966667,100,4.24015745696395,1657.75761693333,1.40402825822222,-35.7476922866667,9.39209554
"Summer","NOAA",7,"HO","oyster",62.9532286866667,99.32,1.63067265300652,1031.61399014444,2.478320704,-38.32330242,-58.2176703133333
"Summer","NOAA",7,"LM","marsh",109.750310046667,99.725,3.06504989787586,2075.31345222222,0.687615824555556,-53.3772995466667,12.1453339566667
"Summer","NOAA",7,"MM","marsh",62.7104642041111,98.8,2.87905980937108,1976.33699211111,0.857432555111111,-39.8686684966667,-19.1394476866667
"Summer","NOAA",7,"HM","marsh",48.3495125177778,68.795,1.88970069592976,1645.31623866667,1.42537428544444,-11.8566879983333,-32.35055136
"Summer","NOAA",7,"Ref","Ref",59.18072343,99.725,0.692731181757194,874.750671631111,2.74745556533333,-25.5784729933333,-34.7041261266667
"Fall","NOAA",7,"LO","oyster",29.1393739269333,100,1.97993708977044,1177.7160544,4.26760178913333,-2.964172002,-13.2333072076667
"Fall","NOAA",7,"HO","oyster",37.0655134853333,98.99,2.91360813686413,1116.45624623333,4.37270698613333,-2.964172002,-17.6606922
"Fall","NOAA",7,"LM","marsh",39.0975587575333,99.405,3.86280748831147,1201.94437715333,4.22603256606667,-2.964172002,35.9697276596667
"Fall","NOAA",7,"MM","marsh",52.5331861533333,98.81,4.25030736115288,1356.53828093333,3.9607914046,-2.964172002,-13.8017177163333
"Fall","NOAA",7,"HM","marsh",60.4893620906667,74.91,1.9439352367355,1550.88025730667,3.627353343,-2.964172002,-18.2557469533333
"Fall","NOAA",7,"Ref","Ref",55.0159258586667,99.405,1.43697601525821,1431.22728924667,3.83264534646667,-2.964172002,-15.6934589443333
"Winter","NOAA",7,"LO","oyster",35.16353526,100,6.31413743192128,520.023796406667,8.3276564116,-0.619034562333333,-6.63885717666667
"Winter","NOAA",7,"HO","oyster",66.0233113473333,94.93,7.94280864692396,1105.75453453333,7.3227015098,-0.262889847333333,-26.7552604203333
"Winter","NOAA",7,"LM","marsh",58.1450429284,96.83,6.52535003131957,769.045927673333,7.90040205186667,0.404548427333333,36.30278065
"Winter","NOAA",7,"MM","marsh",44.81646261,93.38,3.95599835288361,568.63860774,8.2442465958,-1.15058721066667,27.7322159166667
"Winter","NOAA",7,"HM","marsh",50.9748174462,62.18,0.626583979757531,258.23505815,8.77681480253333,-0.735381090666667,-37.0577009333333
"Winter","NOAA",7,"Ref","Ref",30.714922047,96.83,1.97221000128707,421.344392746667,8.49696347373333,0.758916855333333,-16.98570476
"Spring","NOAA",7,"LO","oyster",74.82201485,100,1.77984519194565,1725.34837566667,4.045396005,-2.47596066133333,139.860070693333
"Spring","NOAA",7,"HO","oyster",58.5717858958333,93.225,6.95870525913592,1607.09897046667,4.24827987575,-3.09961357066667,-15.0762006643333
"Spring","NOAA",7,"LM","marsh",80.7674290675,96.24,5.54657190815686,2441.79083966667,2.81617527375,-3.010044507,0.999159100000001
"Spring","NOAA",7,"MM","marsh",63.4288376025,90.715,4.89765907315047,2183.84902616667,3.2587333865,-2.93663961766667,-50.24660104
"Spring","NOAA",7,"HM","marsh",55.7210937416667,57.065,0.677846578630222,624.949106675,5.93338235691667,-3.01923677433333,-3.796804581
"Spring","NOAA",7,"Ref","Ref",94.55567582,96.24,1.3020242819546,1428.48912158333,4.55472587808333,-3.139579932,-28.176286654
"Summer","Army",20,"LO","oyster",98.2160727966667,94.295,3.20715584988742,2202.64942090833,1.403728551,0,23.01174429
"Summer","Army",20,"HO","oyster",41.4626710416667,82.925,2.8093415449832,575.753612291667,4.195040004,0,-1.68746869333333
"Summer","Army",20,"LM","marsh",84.5902244216667,67.075,5.43721226365105,2527.85334266667,0.845766924583333,0.497359197,9.858369808
"Summer","Army",20,"MM","marsh",50.8616511675,55.135,3.67585229518332,2226.516014,1.36277995766667,0,-26.5110214833333
"Summer","Army",20,"HM","marsh",72.0709230091667,48.005,3.9036951466272,2467.82710941667,0.94875564175,0,-5.3110857
"Summer","Army",20,"Ref","Ref",20.9556865766667,95.38,2.92567457567492,449.847019108333,4.41106153016667,0,-27.0439063433333
"Fall","Army",20,"LO","oyster",2.09751031444444,96.02,2.10531650004536,228.222512558556,6.18446066622222,-2.93752776133333,-0.506240611666667
"Fall","Army",20,"HO","oyster",25.4651189841111,88.395,2.58617488599911,278.383178422222,6.09839858388889,-3.576989587,-4.91142206866667
"Fall","Army",20,"LM","marsh",5.72757725522222,72.985,3.48930600704245,250.642005167778,6.14599490455556,-3.576989587,3.66358336733333
"Fall","Army",20,"MM","marsh",12.6279043637778,60.345,2.71892842352698,478.114251355556,5.755714296,-2.32026947366667,16.3506836056667
"Fall","Army",20,"HM","marsh",6.628048886,52.955,5.75556750574858,653.852235533333,5.45419563366667,-0.809984979666667,45.8503009866667
"Fall","Army",20,"Ref","Ref",23.1531327654444,96.775,2.82686280689982,272.690256556667,6.108166092,-0.0626139763333334,7.66021978
"Winter","Army",20,"LO","oyster",4.6586840734,85.765,4.56179315739491,87.247520034,9.5791999222,2.735475575,56.6634228496667
"Winter","Army",20,"HO","oyster",14.6559139974,73.68,2.76224742900188,61.921919094,9.6226517766,-0.928107801666667,-137.040221633333
"Winter","Army",20,"LM","marsh",11.7375177626667,60.44,3.86449746371137,72.0198518913333,9.60532646593333,1.00359980866667,-39.3446650733333
"Winter","Army",20,"MM","marsh",2.56850257606667,48.8,4.21164628358306,134.484760430667,9.49815364413333,-1.18122809666667,-51.4677954633333
"Winter","Army",20,"HM","marsh",5.15538685433333,41.46,6.75339444938301,80.9506277366667,9.59000367946667,-1.634180223,-67.4099340633333
"Winter","Army",20,"Ref","Ref",18.6765448585333,87.38,3.91059930898116,203.709793700667,9.37938228386667,1.98943678533333,-3.59697275666666
"Spring","Army",20,"LO","oyster",19.01990472,82.13,2.05185807523709,436.383783553333,5.9935395828,-2.310721946,0.843734356666666
"Spring","Army",20,"HO","oyster",21.9094297878667,69.475,4.5610253709654,250.260811016667,6.31270552013333,-2.310721946,-21.80387194
"Spring","Army",20,"LM","marsh",12.3019593688,55.935,5.41566622239973,292.022893873333,6.24105312533333,-0.671656956,-4.04104347366667
"Spring","Army",20,"MM","marsh",35.9050433204,43.705,2.96426172604381,459.806133246667,5.95318264526667,-2.310721946,19.4502971753333
"Spring","Army",20,"HM","marsh",37.8748869134667,37.21,4.77187829342356,654.306036071333,5.61947362493333,-2.310721946,-8.39293645033333
"Spring","Army",20,"Ref","Ref",26.2098694766667,83.92,2.29593077721238,235.900652653,6.3373436524,-2.310721946,1.99831820966667
